Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2018-04-14,Smith Calf Raise,Legs,0.0,0,,,,""
2018-04-14,Calf,Legs,0.0,0,,,,""
2018-04-14,Abdominal Crunch Machine,Abs,32.0,10,,,,""
2018-04-14,Ab-Wheel Rollout,Abs,0.0,8,,,,""
2018-04-14,Ab-Wheel Rollout,Abs,0.0,8,,,,""
2018-04-16,Flat Barbell Bench Press,Chest,72.5,4,,,,""
2018-04-16,Flat Barbell Bench Press,Chest,72.5,3,,,,"2+1, bar felt uneven so reracked"
2018-04-16,Flat Barbell Bench Press,Chest,72.5,3,,,,""
2018-04-16,Flat Barbell Bench Press,Chest,72.5,3,,,,""
2018-04-16,Flat Barbell Bench Press,Chest,72.5,3,,,,""
2018-04-16,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2018-04-16,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2018-04-16,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2018-04-16,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2018-04-16,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2018-04-16,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2018-04-16,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2018-04-16,Seated Dumbbell Press,Shoulders,20.0,6,,,,""
2018-04-16,Seated Dumbbell Press,Shoulders,20.0,6,,,,""
2018-04-16,Seated Dumbbell Press,Shoulders,20.0,6,,,,""
2018-04-16,Seated Dumbbell Press,Shoulders,20.0,6,,,,""
2018-04-16,Lateral Cable Raise,Shoulders,5.7,6,,,,""
2018-04-16,Lateral Cable Raise,Shoulders,5.7,6,,,,""
2018-04-16,Lateral Cable Raise,Shoulders,5.7,6,,,,""
2018-04-16,Lateral Cable Raise,Shoulders,5.7,6,,,,""
2018-04-16,V-Bar Push Down,Triceps,26.1,10,,,,""
2018-04-16,V-Bar Push Down,Triceps,26.1,10,,,,""
2018-04-16,V-Bar Push Down,Triceps,26.1,10,,,,""
2018-04-16,V-Bar Push Down,Triceps,26.1,10,,,,""
2018-04-16,Rear Delt Machine Fly,Shoulders,45.0,12,,,,""
2018-04-16,Seated Machine Fly,Chest,45.0,12,,,,""
2018-04-16,Rope Push Down,Triceps,12.5,12,,,,""
2018-04-16,Rear Delt Machine Fly,Shoulders,45.0,15,,,,""
2018-04-16,Rear Delt Machine Fly,Shoulders,52.0,9,,,,""
2018-04-16,Rear Delt Machine Fly,Shoulders,52.0,10,,,,""
2018-04-16,Seated Machine Fly,Chest,45.0,15,,,,""
2018-04-16,Seated Machine Fly,Chest,52.0,9,,,,""
2018-04-16,Seated Machine Fly,Chest,52.0,10,,,,""
2018-04-16,Rope Push Down,Triceps,12.5,12,,,,""
2018-04-16,Rope Push Down,Triceps,12.5,12,,,,""
2018-04-16,Rope Push Down,Triceps,12.5,12,,,,""
2018-04-17,Barbell Squat,Legs,160.0,2,,,,"Both reps grindy af, v slow out of hole"
2018-04-17,Barbell Squat,Legs,132.5,2,,,,""
2018-04-17,Barbell Squat,Legs,132.5,2,,,,""
2018-04-17,Barbell Squat,Legs,132.5,2,,,,""
2018-04-17,Romanian Deadlift,Legs,150.0,2,,,,""
2018-04-17,Romanian Deadlift,Legs,150.0,2,,,,""
2018-04-17,Romanian Deadlift,Legs,150.0,2,,,,""
2018-04-17,Romanian Deadlift,Legs,150.0,2,,,,""
2018-04-17,Romanian Deadlift,Legs,150.0,2,,,,""
2018-04-17,Romanian Deadlift,Legs,150.0,2,,,,""
2018-04-17,Romanian Deadlift,Legs,150.0,2,,,,""
2018-04-17,Wide Grip Lat Pulldown,Back,61.3,6,,,,""
2018-04-17,Wide Grip Lat Pulldown,Back,61.3,6,,,,""
2018-04-17,Wide Grip Lat Pulldown,Back,61.3,6,,,,""
2018-04-17,Wide Grip Lat Pulldown,Back,61.3,6,,,,""
2018-04-17,Dumbbell Row,Back,38.0,6,,,,""
2018-04-17,Dumbbell Row,Back,38.0,6,,,,""
2018-04-17,Dumbbell Row,Back,38.0,6,,,,""
2018-04-17,Dumbbell Row,Back,38.0,6,,,,""
2018-04-17,Adductor,Legs,41.3,8,,,,""
2018-04-17,Adductor,Legs,41.3,14,,,,""
2018-04-17,Adductor,Legs,43.6,12,,,,""
2018-04-17,Adductor,Legs,43.6,12,,,,""
2018-04-17,Machine Row,Back,59.0,12,,,,""
2018-04-17,Machine Row,Back,59.0,12,,,,""
2018-04-17,Machine Row,Back,59.0,12,,,,""
2018-04-17,Machine Row,Back,59.0,12,,,,""
2018-04-17,Abductor,Legs,39.0,12,,,,""
2018-04-17,Hammer Cable Curl,Biceps,21.6,9,,,,""
2018-04-17,Dumbbell Curl,Biceps,16.0,8,,,,""
2018-04-17,Abductor,Legs,39.0,12,,,,""
2018-04-17,Abductor,Legs,39.0,12,,,,""
2018-04-17,Abductor,Legs,39.0,12,,,,""
2018-04-17,Hammer Cable Curl,Biceps,21.6,9,,,,""
2018-04-17,Hammer Cable Curl,Biceps,21.6,9,,,,""
2018-04-17,Dumbbell Curl,Biceps,14.0,8,,,,""
2018-04-17,Dumbbell Curl,Biceps,12.0,8,,,,""
2018-04-17,Dumbbell Curl,Biceps,10.0,8,,,,""
2018-04-18,Pause Bench,Chest,75.0,2,,,,"Easy!"
2018-04-18,Pause Bench,Chest,62.5,2,,,,""
2018-04-18,Pause Bench,Chest,62.5,2,,,,""
2018-04-18,Pause Bench,Chest,62.5,2,,,,""
2018-04-18,Pause Bench,Chest,62.5,5,,,,""
2018-04-18,Overhead Press,Shoulders,52.5,2,,,,""
2018-04-18,Overhead Press,Shoulders,45.0,2,,,,""
2018-04-18,Overhead Press,Shoulders,45.0,2,,,,""
2018-04-18,Overhead Press,Shoulders,45.0,2,,,,""
2018-04-18,Overhead Press,Shoulders,45.0,3,,,,""
2018-04-18,Incline Dumbbell Bench Press,Chest,30.0,3,,,,""
2018-04-18,Incline Dumbbell Bench Press,Chest,30.0,4,,,,""
2018-04-18,Incline Dumbbell Bench Press,Chest,30.0,3,,,,"Conserving energy, realised I had 7 sets"
2018-04-18,Incline Dumbbell Bench Press,Chest,30.0,3,,,,""
2018-04-18,Incline Dumbbell Bench Press,Chest,30.0,3,,,,""
2018-04-18,Incline Dumbbell Bench Press,Chest,30.0,3,,,,""
2018-04-18,Incline Dumbbell Bench Press,Chest,30.0,4,,,,""
2018-04-18,Weighted Dips,Triceps,10.0,5,,,,"Hard to balance dumbell"
2018-04-18,Weighted Dips,Triceps,10.0,7,,,,""
2018-04-18,Weighted Dips,Triceps,10.0,8,,,,""
2018-04-18,Weighted Dips,Triceps,10.0,8,,,,""
2018-04-18,EZ-Bar Skullcrusher,Triceps,12.5,8,,,,""
2018-04-18,EZ-Bar Skullcrusher,Triceps,12.5,12,,,,""
2018-04-18,EZ-Bar Skullcrusher,Triceps,12.5,10,,,,""
2018-04-18,EZ-Bar Skullcrusher,Triceps,12.5,8,,,,""
2018-04-18,Front Dumbbell Raise,Shoulders,10.0,16,,,,""
2018-04-18,Rear Delt Cable Fly,Shoulders,3.4,12,,,,""
2018-04-18,High Cable Fly,Chest,12.5,8,,,,""
2018-04-18,Front Dumbbell Raise,Shoulders,12.0,10,,,,""
2018-04-18,Front Dumbbell Raise,Shoulders,12.0,10,,,,""
2018-04-18,Front Dumbbell Raise,Shoulders,10.0,16,,,,""
2018-04-18,High Cable Fly,Chest,12.5,8,,,,""
2018-04-18,High Cable Fly,Chest,12.5,8,,,,""
2018-04-18,High Cable Fly,Chest,12.5,8,,,,""
2018-04-18,Rear Delt Cable Fly,Shoulders,3.4,12,,,,""
2018-04-18,Rear Delt Cable Fly,Shoulders,3.4,12,,,,""
2018-04-18,Rear Delt Cable Fly,Shoulders,3.4,12,,,,""
2018-04-19,Sumo Deadlift,Legs,210.0,2,,,,"Slow but not grindy"
2018-04-19,Paused Squat,Legs,125.0,2,,,,""
2018-04-19,Neutral Grip Lat Pulldown,Back,59.0,6,,,,""
2018-04-19,Barbell Hip Thrust,Legs,110.0,6,,,,"Used squat pad and belt, lower back fucked"
2018-04-19,Hammer Strength Row,Back,25.0,12,,,,""
2018-04-19,Leg Extension Machine,Legs,27.3,12,,,,""
2018-04-19,Lying Leg Curl Machine,Legs,28.2,12,,,,""
2018-04-19,Calf,Legs,79.0,12,,,,""
2018-04-19,Paused Squat,Legs,125.0,2,,,,""
2018-04-19,Paused Squat,Legs,125.0,2,,,,""
2018-04-19,Paused Squat,Legs,125.0,2,,,,""
2018-04-19,Paused Squat,Legs,125.0,2,,,,""
2018-04-19,Paused Squat,Legs,125.0,2,,,,""
2018-04-19,Paused Squat,Legs,125.0,2,,,,""
2018-04-19,Sumo Deadlift,Legs,177.5,2,,,,""
2018-04-19,Sumo Deadlift,Legs,177.5,2,,,,""
2018-04-19,Sumo Deadlift,Legs,177.5,2,,,,""
2018-04-19,Sumo Deadlift,Legs,177.5,2,,,,""
2018-04-19,Barbell Hip Thrust,Legs,100.0,6,,,,""
2018-04-19,Barbell Hip Thrust,Legs,100.0,6,,,,""
2018-04-19,Barbell Hip Thrust,Legs,100.0,6,,,,""
2018-04-19,Neutral Grip Lat Pulldown,Back,61.3,6,,,,""
2018-04-19,Neutral Grip Lat Pulldown,Back,61.3,6,,,,""
2018-04-19,Neutral Grip Lat Pulldown,Back,61.3,6,,,,""
2018-04-19,Hammer Strength Row,Back,25.0,10,,,,""
2018-04-19,Hammer Strength Row,Back,25.0,12,,,,"Straps"
2018-04-19,Hammer Strength Row,Back,25.0,12,,,,""
2018-04-19,Leg Extension Machine,Legs,27.3,12,,,,""
2018-04-19,Leg Extension Machine,Legs,32.0,12,,,,""
2018-04-19,Leg Extension Machine,Legs,32.0,14,,,,""
2018-04-19,Lying Leg Curl Machine,Legs,28.2,12,,,,""
2018-04-19,Lying Leg Curl Machine,Legs,28.2,12,,,,""
2018-04-19,Calf,Legs,79.0,12,,,,""
2018-04-19,Calf,Legs,79.0,12,,,,""
2018-04-19,Calf,Legs,79.0,12,,,,""
2018-04-19,EZ-Bar Curl,Biceps,10.0,12,,,,""
2018-04-19,EZ-Bar Curl,Biceps,10.0,12,,,,""
2018-04-19,EZ-Bar Curl,Biceps,10.0,12,,,,""
2018-04-20,Incline Barbell Bench Press,Chest,72.5,2,,,,""
2018-04-20,Incline Barbell Bench Press,Chest,65.0,2,,,,""
2018-04-20,Incline Barbell Bench Press,Chest,65.0,2,,,,""
2018-04-20,Incline Barbell Bench Press,Chest,65.0,2,,,,""
2018-04-20,Incline Barbell Bench Press,Chest,65.0,2,,,,""
2018-04-20,Barbell Row,Back,87.5,5,,,,""
2018-04-20,Barbell Row,Back,87.5,5,,,,"Not full rom"
2018-04-20,Barbell Row,Back,87.5,5,,,,""
2018-04-20,Barbell Row,Back,87.5,5,,,,""
2018-04-20,Barbell Row,Back,87.5,5,,,,""
2018-04-20,Seated Barbell Press,Shoulders,52.5,2,,,,""
2018-04-20,Seated Barbell Press,Shoulders,42.5,2,,,,""
2018-04-20,Seated Barbell Press,Shoulders,42.5,2,,,,""
2018-04-20,Seated Barbell Press,Shoulders,42.5,2,,,,""
2018-04-20,Seated Barbell Press,Shoulders,42.5,6,,,,""
2018-04-20,Precor Lat Pulldown,Back,55.0,12,,,,""
2018-04-20,Precor Lat Pulldown,Back,55.0,12,,,,""
2018-04-20,Precor Lat Pulldown,Back,55.0,12,,,,""
2018-04-20,Precor Lat Pulldown,Back,55.0,12,,,,""
2018-04-20,Landmine Press,Chest,25.0,12,,,,""
2018-04-20,Landmine Press,Chest,25.0,12,,,,""
2018-04-20,Landmine Press,Chest,25.0,12,,,,""
2018-04-20,Landmine Press,Chest,25.0,8,,,,""
2018-04-20,Face Pull On Lat Pulldown,Shoulders,27.3,10,,,,""
2018-04-20,Face Pull On Lat Pulldown,Shoulders,25.0,14,,,,""
2018-04-20,Face Pull On Lat Pulldown,Shoulders,25.0,14,,,,""
2018-04-20,Face Pull On Lat Pulldown,Shoulders,27.3,12,,,,""
2018-04-20,V-Bar Push Down,Triceps,26.8,11,,,,""
2018-04-20,Cable Overhead Triceps Extension,Triceps,26.8,10,,,,""
2018-04-20,Dumbbell Preacher Curl,Biceps,8.0,12,,,,"Paused at bottom"
2018-04-20,V-Bar Push Down,Triceps,26.8,11,,,,""
2018-04-20,V-Bar Push Down,Triceps,26.8,11,,,,""
2018-04-20,V-Bar Push Down,Triceps,26.8,9,,,,""
2018-04-20,Cable Overhead Triceps Extension,Triceps,26.8,5,,,,""
2018-04-20,Cable Overhead Triceps Extension,Triceps,26.8,10,,,,"No superset"
2018-04-20,Cable Overhead Triceps Extension,Triceps,26.8,10,,,,""
2018-04-20,Dumbbell Preacher Curl,Biceps,8.0,12,,,,""
2018-04-20,Dumbbell Preacher Curl,Biceps,8.0,12,,,,""
2018-04-20,Dumbbell Preacher Curl,Biceps,8.0,12,,,,""
2018-04-23,Flat Barbell Bench Press,Chest,85.0,1,,,,"Bit slow, but smooth"
2018-04-23,Flat Barbell Bench Press,Chest,87.5,1,,,,"Butt came off? Lower back a bit"
2018-04-23,Flat Dumbbell Bench Press,Chest,20.0,10,,,,""
2018-04-23,Flat Dumbbell Bench Press,Chest,20.0,10,,,,""
2018-04-23,Flat Dumbbell Bench Press,Chest,20.0,10,,,,""
2018-04-23,Seated Dumbbell Press,Shoulders,16.0,8,,,,""
2018-04-23,Seated Dumbbell Press,Shoulders,16.0,8,,,,""
2018-04-23,Seated Dumbbell Press,Shoulders,16.0,8,,,,""
2018-04-23,Seated Machine Fly,Chest,52.0,10,,,,""
2018-04-23,Seated Machine Fly,Chest,52.0,10,,,,""
2018-04-23,Seated Machine Fly,Chest,52.0,10,,,,""
2018-04-23,Rear Delt Machine Fly,Shoulders,52.0,8,,,,""
2018-04-23,Rear Delt Machine Fly,Shoulders,52.0,8,,,,""
2018-04-23,Rear Delt Machine Fly,Shoulders,52.0,8,,,,""
2018-04-23,Rope Push Down,Triceps,14.7,10,,,,""
2018-04-23,Lateral Cable Raise,Shoulders,3.4,10,,,,""
2018-04-23,Rope Push Down,Triceps,14.7,10,,,,""
2018-04-23,Rope Push Down,Triceps,14.7,10,,,,""
2018-04-23,Rope Push Down,Triceps,14.7,10,,,,""
2018-04-23,Lateral Cable Raise,Shoulders,3.4,10,,,,""
2018-04-23,Lateral Cable Raise,Shoulders,3.4,10,,,,""
2018-04-23,Lateral Cable Raise,Shoulders,3.4,10,,,,""
2018-04-24,Barbell Squat,Legs,170.0,1,,,,""
2018-04-24,Wide Grip Lat Pulldown,Back,0.0,0,,,,""
2018-04-24,Dumbbell Row,Back,0.0,0,,,,""
2018-04-24,Machine Row,Back,0.0,0,,,,""
2018-04-24,Hammer Cable Curl,Biceps,0.0,0,,,,""
2018-04-24,Dumbbell Curl,Biceps,0.0,0,,,,""
2018-04-25,Pause Bench,Chest,80.0,1,,,,""
2018-04-25,Pause Bench,Chest,85.0,1,,,,"Grindy"
2018-04-25,Overhead Press,Shoulders,55.0,1,,,,"No belt"
2018-04-25,Overhead Press,Shoulders,57.5,1,,,,"Belt"
2018-04-25,Overhead Press,Shoulders,60.0,1,,,,"Fuck yes"
2018-04-25,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2018-04-25,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2018-04-25,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2018-04-25,Weighted Dips,Triceps,12.0,6,,,,""
2018-04-25,Weighted Dips,Triceps,12.0,7,,,,""
2018-04-25,Weighted Dips,Triceps,12.0,6,,,,""
2018-04-25,EZ-Bar Skullcrusher,Triceps,10.0,8,,,,""
2018-04-25,EZ-Bar Skullcrusher,Triceps,10.0,8,,,,""
2018-04-25,EZ-Bar Skullcrusher,Triceps,10.0,8,,,,""
2018-04-25,Front Dumbbell Raise,Shoulders,10.0,10,,,,"Not supersetted"
2018-04-25,Rear Delt Cable Fly,Shoulders,3.4,12,,,,""
2018-04-25,High Cable Fly,Chest,12.5,8,,,,""
2018-04-25,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2018-04-25,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2018-04-25,Rear Delt Cable Fly,Shoulders,3.4,12,,,,""
2018-04-25,Rear Delt Cable Fly,Shoulders,3.4,12,,,,""
2018-04-25,High Cable Fly,Chest,12.5,8,,,,""
2018-04-25,High Cable Fly,Chest,12.5,8,,,,""
2018-04-26,Sumo Deadlift,Legs,70.0,5,,,,""
2018-04-26,Sumo Deadlift,Legs,70.0,5,,,,""
2018-04-26,Sumo Deadlift,Legs,110.0,3,,,,""
2018-04-26,Sumo Deadlift,Legs,110.0,3,,,,""
2018-04-26,Sumo Deadlift,Legs,140.0,2,,,,""
2018-04-26,Sumo Deadlift,Legs,140.0,1,,,,""
2018-04-26,Sumo Deadlift,Legs,180.0,1,,,,""
2018-04-26,Sumo Deadlift,Legs,205.0,1,,,,""
2018-04-26,Sumo Deadlift,Legs,225.0,0,,,,""
2018-04-26,Sumo Deadlift,Legs,225.0,0,,,,""
2018-04-26,Low Bar Squat,Legs,60.0,5,,,,"Losing balance"
2018-04-26,Low Bar Squat,Legs,80.0,5,,,,""
2018-04-26,Low Bar Squat,Legs,100.0,3,,,,""
2018-04-26,Low Bar Squat,Legs,120.0,1,,,,""
2018-04-26,Low Bar Squat,Legs,130.0,1,,,,""
2018-04-26,Low Bar Squat,Legs,140.0,1,,,,""
2018-04-26,Neutral Grip Lat Pulldown,Back,52.0,10,,,,""
2018-04-26,Neutral Grip Lat Pulldown,Back,52.0,12,,,,""
2018-04-26,Neutral Grip Lat Pulldown,Back,52.0,12,,,,""
2018-04-26,Hammer Strength Row,Back,30.0,8,,,,""
2018-04-26,Hammer Strength Row,Back,30.0,10,,,,""
2018-04-26,Hammer Strength Row,Back,30.0,10,,,,""
2018-04-26,Leg Extension Machine,Legs,32.0,12,,,,""
2018-04-26,Leg Extension Machine,Legs,32.0,12,,,,""
2018-04-26,Leg Extension Machine,Legs,32.0,12,,,,""
2018-04-26,Lying Leg Curl Machine,Legs,28.1,10,,,,""
2018-04-26,Lying Leg Curl Machine,Legs,28.1,10,,,,""
2018-04-26,Lying Leg Curl Machine,Legs,28.1,10,,,,""
2018-04-26,EZ-Bar Curl,Biceps,10.0,10,,,,""
2018-04-26,EZ-Bar Curl,Biceps,10.0,10,,,,""
2018-04-26,EZ-Bar Curl,Biceps,10.0,10,,,,""
2018-04-27,Incline Barbell Bench Press,Chest,77.5,1,,,,""
2018-04-27,Barbell Row,Back,90.0,5,,,,"Awful"
2018-04-27,Seated Barbell Press,Shoulders,55.0,1,,,,""
2018-04-27,Precor Lat Pulldown,Back,60.0,8,,,,""
2018-04-27,Landmine Press,Chest,27.5,10,,,,""
2018-04-27,Face Pull On Lat Pulldown,Shoulders,27.3,10,,,,""
2018-04-27,V-Bar Push Down,Triceps,26.1,8,,,,""
2018-04-27,Dumbbell Preacher Curl,Biceps,0.0,0,,,,""
2018-04-27,Barbell Row,Back,90.0,5,,,,"Belt"
2018-04-27,Barbell Row,Back,90.0,5,,,,""
2018-04-27,Barbell Row,Back,90.0,5,,,,""
2018-04-27,Barbell Row,Back,90.0,5,,,,""
2018-04-27,Incline Barbell Bench Press,Chest,80.0,1,,,,""
2018-04-27,Seated Barbell Press,Shoulders,60.0,1,,,,""
2018-04-27,Seated Barbell Press,Shoulders,62.5,1,,,,"Slow lockout"
2018-04-27,Precor Lat Pulldown,Back,60.0,8,,,,""
2018-04-27,Precor Lat Pulldown,Back,60.0,8,,,,""
2018-04-27,Precor Lat Pulldown,Back,50.0,8,,,,""
2018-04-27,Precor Lat Pulldown,Back,40.0,12,,,,""
2018-04-27,Landmine Press,Chest,27.5,10,,,,""
2018-04-27,Landmine Press,Chest,27.5,10,,,,""
2018-04-27,Landmine Press,Chest,27.5,10,,,,""
2018-04-27,Face Pull On Lat Pulldown,Shoulders,27.3,10,,,,""
2018-04-27,Face Pull On Lat Pulldown,Shoulders,29.6,6,,,,""
2018-04-27,Face Pull On Lat Pulldown,Shoulders,20.3,10,,,,""
2018-04-27,V-Bar Push Down,Triceps,26.1,8,,,,""
2018-04-27,V-Bar Push Down,Triceps,26.1,8,,,,""
2018-04-27,V-Bar Push Down,Triceps,26.1,8,,,,""
2018-04-28,Cable Crunch,Abs,35.2,10,,,,""
2018-04-28,Reverse Cable Curl,Biceps,12.5,18,,,,""
2018-04-28,Calf,Legs,0.0,0,,,,""
2018-04-28,Hanging Knee Raise,Abs,0.0,0,,,,""
2018-04-28,Smith Calf Raise,Legs,0.0,0,,,,""
2018-04-28,Ab-Wheel Rollout,Abs,0.0,0,,,,""
2018-04-28,Forearm Curl,Forearms,0.0,0,,,,""
2018-04-28,Reverse Cable Curl,Biceps,12.5,18,,,,""
2018-04-28,Reverse Cable Curl,Biceps,14.7,14,,,,""
2018-04-28,Cable Crunch,Abs,35.2,10,,,,""
2018-04-28,Cable Crunch,Abs,35.2,12,,,,""
2018-04-28,Cable Crunch,Abs,35.2,12,,,,""
2018-04-28,Cable Crunch,Abs,35.2,12,,,,""
2018-04-29,Flat Barbell Bench Press,Chest,72.5,4,,,,"Failed 5"
2018-04-29,Flat Barbell Bench Press,Chest,72.5,3,,,,""
2018-04-29,Flat Barbell Bench Press,Chest,72.5,3,,,,""
2018-04-29,Flat Barbell Bench Press,Chest,72.5,3,,,,""
2018-04-29,Flat Barbell Bench Press,Chest,72.5,3,,,,""
2018-04-29,Flat Dumbbell Bench Press,Chest,22.0,10,,,,""
2018-04-29,Flat Dumbbell Bench Press,Chest,24.0,10,,,,""
2018-04-29,Flat Dumbbell Bench Press,Chest,24.0,10,,,,""
2018-04-29,Flat Dumbbell Bench Press,Chest,24.0,10,,,,""
2018-04-29,Seated Dumbbell Press,Shoulders,18.0,8,,,,""
2018-04-29,V-Bar Push Down,Triceps,23.8,10,,,,""
2018-04-29,Rear Delt Machine Fly,Shoulders,52.0,8,,,,""
2018-04-29,Seated Machine Fly,Chest,52.0,8,,,,""
2018-04-29,Rope Push Down,Triceps,12.5,10,,,,""
2018-04-29,Seated Dumbbell Press,Shoulders,18.0,8,,,,""
2018-04-29,Seated Dumbbell Press,Shoulders,18.0,8,,,,""
2018-04-29,Seated Dumbbell Press,Shoulders,18.0,8,,,,""
2018-04-29,V-Bar Push Down,Triceps,23.8,9,,,,""
2018-04-29,V-Bar Push Down,Triceps,23.8,10,,,,""
2018-04-29,V-Bar Push Down,Triceps,23.8,10,,,,""
2018-04-29,Rear Delt Machine Fly,Shoulders,52.0,8,,,,""
2018-04-29,Rear Delt Machine Fly,Shoulders,52.0,8,,,,""
2018-04-29,Rear Delt Machine Fly,Shoulders,52.0,8,,,,""
2018-04-29,Seated Machine Fly,Chest,52.0,10,,,,""
2018-04-29,Seated Machine Fly,Chest,52.0,9,,,,""
2018-04-29,Seated Machine Fly,Chest,52.0,10,,,,""
2018-04-29,Rope Push Down,Triceps,12.5,10,,,,""
2018-04-29,Rope Push Down,Triceps,12.5,10,,,,""
2018-04-29,Rope Push Down,Triceps,12.5,10,,,,""
2018-04-30,Sumo Deadlift,Legs,207.5,1,,,,""
2018-04-30,Low Bar Squat,Legs,100.0,5,,,,""
2018-04-30,Wide Grip Lat Pulldown,Back,52.0,10,,,,""
2018-04-30,Dumbbell Row,Back,30.0,8,,,,""
2018-04-30,Hammer Cable Curl,Biceps,17.0,12,,,,""
2018-04-30,Sumo Deadlift,Legs,222.5,1,,,,"Fast off ground, slow lockout"
2018-04-30,Sumo Deadlift,Legs,180.0,2,,,,"Paused, but hurts hips so allow it"
2018-04-30,Sumo Deadlift,Legs,180.0,3,,,,""
2018-04-30,Sumo Deadlift,Legs,180.0,3,,,,""
2018-04-30,Low Bar Squat,Legs,100.0,5,,,,""
2018-04-30,Low Bar Squat,Legs,120.0,5,,,,""
2018-04-30,Wide Grip Lat Pulldown,Back,52.0,10,,,,""
2018-04-30,Wide Grip Lat Pulldown,Back,52.0,10,,,,""
2018-04-30,Dumbbell Row,Back,30.0,8,,,,""
2018-04-30,Dumbbell Row,Back,30.0,8,,,,""
2018-04-30,Hammer Cable Curl,Biceps,17.0,12,,,,""
2018-04-30,Hammer Cable Curl,Biceps,17.0,12,,,,""
2018-05-02,Pause Bench,Chest,60.0,5,,,,""
2018-05-02,Pause Bench,Chest,60.0,5,,,,""
2018-05-02,Pause Bench,Chest,60.0,5,,,,""
2018-05-02,Pause Bench,Chest,60.0,5,,,,""
2018-05-02,Pause Bench,Chest,60.0,5,,,,""
2018-05-02,Overhead Press,Shoulders,40.0,5,,,,""
2018-05-02,Overhead Press,Shoulders,40.0,5,,,,"Grind"
2018-05-02,Overhead Press,Shoulders,40.0,4,,,,""
2018-05-02,Overhead Press,Shoulders,40.0,4,,,,""
2018-05-02,Overhead Press,Shoulders,30.0,7,,,,""
2018-05-02,Incline Dumbbell Bench Press,Chest,20.0,12,,,,""
2018-05-02,Incline Dumbbell Bench Press,Chest,20.0,12,,,,"Too easy"
2018-05-02,Incline Dumbbell Bench Press,Chest,20.0,15,,,,""
2018-05-02,Incline Dumbbell Bench Press,Chest,22.0,16,,,,""
2018-05-02,Parallel Bar Triceps Dip,Triceps,0.0,8,,,,""
2018-05-02,Parallel Bar Triceps Dip,Triceps,0.0,8,,,,""
2018-05-02,Parallel Bar Triceps Dip,Triceps,0.0,10,,,,""
2018-05-02,Decline EZ Bar Skullcrusher,Triceps,5.0,15,,,,""
2018-05-02,Decline EZ Bar Skullcrusher,Triceps,5.0,15,,,,""
2018-05-02,Decline EZ Bar Skullcrusher,Triceps,5.0,15,,,,""
2018-05-02,Decline EZ Bar Skullcrusher,Triceps,5.0,15,,,,""
2018-05-03,Deadlift,Back,60.0,5,,,,""
2018-05-03,Deadlift,Back,100.0,3,,,,""
2018-05-03,Deadlift,Back,120.0,3,,,,""
2018-05-03,Deadlift,Back,140.0,2,,,,""
2018-05-03,Deadlift,Back,160.0,2,,,,""
2018-05-03,Deadlift,Back,180.0,1,,,,""
2018-05-03,Deadlift,Back,190.0,1,,,,"Looks like straight back"
2018-05-03,Deadlift,Back,202.5,0,,,,"Backed out"
2018-05-03,Deadlift,Back,202.5,0,,,,""
2018-05-03,Pin Squats,Legs,100.0,5,,,,"Pin on 12"
2018-05-03,Pin Squats,Legs,100.0,5,,,,""
2018-05-03,Pin Squats,Legs,100.0,5,,,,""
2018-05-03,Pin Squats,Legs,100.0,5,,,,""
2018-05-03,Neutral Grip Lat Pulldown,Back,59.0,8,,,,""
2018-05-03,Hammer Strength Row,Back,30.0,8,,,,""
2018-05-03,Leg Extension Machine,Legs,23.0,12,,,,""
2018-05-03,Lying Leg Curl Machine,Legs,18.0,12,,,,""
2018-05-03,Calf,Legs,73.0,12,,,,""
2018-05-03,Barbell Curl,Biceps,10.0,10,,,,""
2018-05-03,Neutral Grip Lat Pulldown,Back,59.0,8,,,,""
2018-05-03,Neutral Grip Lat Pulldown,Back,59.0,8,,,,""
2018-05-03,Neutral Grip Lat Pulldown,Back,59.0,10,,,,""
2018-05-03,Hammer Strength Row,Back,30.0,8,,,,""
2018-05-03,Hammer Strength Row,Back,30.0,8,,,,""
2018-05-03,Hammer Strength Row,Back,30.0,8,,,,""
2018-05-03,Leg Extension Machine,Legs,23.0,12,,,,""
2018-05-03,Leg Extension Machine,Legs,23.0,12,,,,""
2018-05-03,Leg Extension Machine,Legs,23.0,12,,,,""
2018-05-03,Lying Leg Curl Machine,Legs,18.0,12,,,,""
2018-05-03,Lying Leg Curl Machine,Legs,23.0,12,,,,""
2018-05-03,Lying Leg Curl Machine,Legs,23.0,12,,,,""
2018-05-03,Calf,Legs,73.0,12,,,,""
