Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2015-10-19,Deadlift,Back,105.0,5,,,,""
2015-10-19,Cable Face Pull,Shoulders,25.0,14,,,,""
2015-10-19,Cable Face Pull,Shoulders,25.0,14,,,,""
2015-10-19,Cable Face Pull,Shoulders,25.0,14,,,,""
2015-10-19,Lat Pulldown,Back,41.0,7,,,,""
2015-10-19,Lat Pulldown,Back,41.0,9,,,,""
2015-10-19,Lat Pulldown,Back,41.0,9,,,,""
2015-10-19,Seated Cable Row,Back,32.0,10,,,,""
2015-10-19,Seated Cable Row,Back,32.0,10,,,,""
2015-10-19,Seated Cable Row,Back,32.0,10,,,,""
2015-10-19,Hammer Cable Curl,Biceps,32.0,7,,,,""
2015-10-19,Hammer Cable Curl,Biceps,28.0,12,,,,""
2015-10-19,Hammer Cable Curl,Biceps,28.0,12,,,,""
2015-10-19,Dumbbell Preacher Curl,Biceps,7.5,7,,,,""
2015-10-19,Dumbbell Preacher Curl,Biceps,7.5,7,,,,""
2015-10-19,Dumbbell Preacher Curl,Biceps,7.5,7,,,,""
2015-10-19,Lat Pulldown,Back,0.0,0,,,,""
2015-10-19,Seated Cable Row,Back,0.0,0,,,,""
2015-10-19,Hammer Cable Curl,Biceps,0.0,0,,,,""
2015-10-19,Dumbbell Preacher Curl,Biceps,0.0,0,,,,""
2015-10-20,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-10-20,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-10-20,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-10-20,Overhead Press,Shoulders,25.0,5,,,,""
2015-10-20,Overhead Press,Shoulders,27.5,4,,,,""
2015-10-20,Overhead Press,Shoulders,25.0,4,,,,""
2015-10-20,Overhead Press,Shoulders,25.0,5,,,,""
2015-10-20,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-10-20,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-10-20,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-10-20,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-20,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-20,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-20,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-20,Cable Overhead Triceps Extension,Triceps,27.0,14,,,,""
2015-10-20,V-Bar Push Down,Triceps,36.0,9,,,,""
2015-10-20,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-20,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-20,V-Bar Push Down,Triceps,36.0,9,,,,""
2015-10-20,V-Bar Push Down,Triceps,36.0,8,,,,""
2015-10-20,Cable Overhead Triceps Extension,Triceps,27.0,14,,,,""
2015-10-20,Cable Overhead Triceps Extension,Triceps,32.0,7,,,,""
2015-10-21,Barbell Squat,Legs,100.0,5,,,,""
2015-10-21,Barbell Squat,Legs,100.0,4,,,,""
2015-10-21,Barbell Squat,Legs,100.0,5,,,,""
2015-10-21,Stiff-Legged Deadlift,Legs,55.0,10,,,,""
2015-10-21,Leg Press,Legs,105.0,10,,,,""
2015-10-21,Standing Calf Raise Machine,Legs,105.0,13,,,,""
2015-10-21,Lying Leg Curl Machine,Legs,20.0,8,,,,""
2015-10-21,Leg Extension Machine,Legs,38.0,12,,,,""
2015-10-21,Stiff-Legged Deadlift,Legs,55.0,8,,,,""
2015-10-21,Stiff-Legged Deadlift,Legs,55.0,8,,,,""
2015-10-21,Leg Press,Legs,105.0,10,,,,""
2015-10-21,Standing Calf Raise Machine,Legs,105.0,13,,,,""
2015-10-21,Leg Press,Legs,105.0,10,,,,""
2015-10-21,Standing Calf Raise Machine,Legs,105.0,12,,,,""
2015-10-21,Lying Leg Curl Machine,Legs,20.0,8,,,,""
2015-10-21,Lying Leg Curl Machine,Legs,20.0,8,,,,""
2015-10-21,Leg Extension Machine,Legs,38.0,13,,,,""
2015-10-21,Leg Extension Machine,Legs,38.0,12,,,,""
2015-10-22,Barbell Row,Back,40.0,4,,,,""
2015-10-22,Barbell Row,Back,40.0,4,,,,""
2015-10-22,Barbell Row,Back,30.0,6,,,,""
2015-10-22,Cable Face Pull,Shoulders,25.0,13,,,,""
2015-10-22,Cable Face Pull,Shoulders,25.0,14,,,,""
2015-10-22,Cable Face Pull,Shoulders,25.0,14,,,,""
2015-10-22,Seated Cable Row,Back,32.0,10,,,,""
2015-10-22,Seated Cable Row,Back,32.0,10,,,,""
2015-10-22,Seated Cable Row,Back,32.0,10,,,,""
2015-10-22,Lat Pulldown,Back,41.0,7,,,,""
2015-10-22,Lat Pulldown,Back,41.0,8,,,,""
2015-10-22,Lat Pulldown,Back,41.0,7,,,,""
2015-10-22,Hammer Cable Curl,Biceps,32.0,7,,,,""
2015-10-22,Dumbbell Preacher Curl,Biceps,7.5,7,,,,""
2015-10-22,Hammer Cable Curl,Biceps,27.0,15,,,,""
2015-10-22,Hammer Cable Curl,Biceps,27.0,15,,,,""
2015-10-22,Dumbbell Preacher Curl,Biceps,7.5,7,,,,""
2015-10-22,Dumbbell Preacher Curl,Biceps,7.5,7,,,,""
2015-10-23,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-10-23,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-10-23,Flat Barbell Bench Press,Chest,40.0,3,,,,""
2015-10-23,Flat Barbell Bench Press,Chest,35.0,4,,,,""
2015-10-23,Overhead Press,Shoulders,25.0,5,,,,""
2015-10-23,Overhead Press,Shoulders,27.5,4,,,,""
2015-10-23,Overhead Press,Shoulders,25.0,5,,,,""
2015-10-23,Overhead Press,Shoulders,25.0,5,,,,""
2015-10-23,Incline Dumbbell Bench Press,Chest,15.0,6,,,,""
2015-10-23,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-10-23,Incline Dumbbell Bench Press,Chest,15.0,6,,,,""
2015-10-23,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-10-23,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-10-23,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-23,Parallel Bar Triceps Dip,Triceps,23.0,10,,,,""
2015-10-23,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-23,Incline Hammer Strength Chest Press,Chest,20.0,6,,,,""
2015-10-23,Incline Hammer Strength Chest Press,Chest,15.0,9,,,,""
2015-10-23,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-10-23,Cable Overhead Triceps Extension,Triceps,36.0,12,,,,""
2015-10-23,Incline Hammer Strength Chest Press,Chest,15.0,10,,,,""
2015-10-23,Incline Hammer Strength Chest Press,Chest,15.0,9,,,,""
2015-10-23,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-10-23,V-Bar Push Down,Triceps,36.0,7,,,,""
2015-10-23,Cable Overhead Triceps Extension,Triceps,36.0,12,,,,""
2015-10-23,Cable Overhead Triceps Extension,Triceps,36.0,9,,,,""
2015-10-25,Hack Squat,Legs,50.0,12,,,,""
2015-10-25,Hack Squat,Legs,50.0,12,,,,""
2015-10-25,Hack Squat,Legs,50.0,12,,,,""
2015-10-25,Lateral Machine Raise,Shoulders,20.0,11,,,,""
2015-10-25,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-25,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-25,Cable Face Pull,Shoulders,25.0,13,,,,""
2015-10-25,Cable Face Pull,Shoulders,25.0,13,,,,""
2015-10-25,Cable Face Pull,Shoulders,25.0,13,,,,""
2015-10-25,Front Dumbbell Raise,Shoulders,5.0,10,,,,""
2015-10-25,Front Dumbbell Raise,Shoulders,5.0,10,,,,""
2015-10-25,Front Dumbbell Raise,Shoulders,5.0,10,,,,""
2015-10-25,Dumbell Shrug,Shoulders,17.5,19,,,,""
2015-10-25,Dumbell Shrug,Shoulders,17.5,19,,,,""
2015-10-25,Dumbell Shrug,Shoulders,17.5,19,,,,""
2015-10-25,Front Cable Raise,Shoulders,11.0,9,,,,""
2015-10-25,Front Cable Raise,Shoulders,11.0,9,,,,""
2015-10-25,Front Cable Raise,Shoulders,11.0,9,,,,""
2015-10-25,Cable Crunch,Abs,55.0,12,,,,""
2015-10-25,Cable Crunch,Abs,55.0,12,,,,""
2015-10-25,Cable Crunch,Abs,55.0,12,,,,""
2015-10-26,Deadlift,Back,110.0,3,,,,""
2015-10-26,Cable Face Pull,Shoulders,25.0,15,,,,""
2015-10-26,Cable Face Pull,Shoulders,27.0,11,,,,""
2015-10-26,Lat Pulldown,Back,41.0,7,,,,""
2015-10-26,Seated Cable Row,Back,32.0,10,,,,""
2015-10-26,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-10-26,Dumbbell Preacher Curl,Biceps,7.5,5,,,,""
2015-10-26,Barbell Row,Back,0.0,0,,,,""
2015-10-26,Deadlift,Back,107.5,4,,,,""
2015-10-26,Lat Pulldown,Back,41.0,7,,,,""
2015-10-26,Lat Pulldown,Back,41.0,6,,,,""
2015-10-26,Seated Cable Row,Back,32.0,11,,,,""
2015-10-26,Seated Cable Row,Back,32.0,11,,,,""
2015-10-26,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-10-26,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-10-26,Dumbbell Preacher Curl,Biceps,7.5,5,,,,""
2015-10-26,Dumbbell Preacher Curl,Biceps,7.5,5,,,,""
2015-10-27,Overhead Press,Shoulders,25.0,5,,,,""
2015-10-27,Overhead Press,Shoulders,27.5,4,,,,""
2015-10-27,Overhead Press,Shoulders,27.5,3,,,,""
2015-10-27,Overhead Press,Shoulders,25.0,4,,,,""
2015-10-27,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-10-27,Flat Barbell Bench Press,Chest,40.0,5,,,,"Not grindy"
2015-10-27,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-10-27,Flat Barbell Bench Press,Chest,40.0,4,,,,""
2015-10-27,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-27,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-10-27,Cable Overhead Triceps Extension,Triceps,0.0,0,,,,""
2015-10-27,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-10-27,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-27,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2015-10-27,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-10-27,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-10-27,V-Bar Push Down,Triceps,36.0,11,,,,""
2015-10-27,V-Bar Push Down,Triceps,36.0,9,,,,""
2015-10-28,Barbell Squat,Legs,100.0,5,,,,""
2015-10-28,Stiff-Legged Deadlift,Legs,55.0,10,,,,""
2015-10-28,Leg Press,Legs,105.0,9,,,,""
2015-10-28,Standing Calf Raise Machine,Legs,105.0,12,,,,""
2015-10-28,Lying Leg Curl Machine,Legs,20.0,8,,,,""
2015-10-28,Leg Extension Machine,Legs,0.0,0,,,,""
2015-10-28,Barbell Squat,Legs,100.0,5,,,,""
2015-10-28,Barbell Squat,Legs,100.0,4,,,,""
2015-10-28,Stiff-Legged Deadlift,Legs,55.0,8,,,,""
2015-10-28,Stiff-Legged Deadlift,Legs,55.0,9,,,,""
2015-10-28,Leg Press,Legs,105.0,8,,,,""
2015-10-28,Leg Press,Legs,105.0,8,,,,""
2015-10-28,Standing Calf Raise Machine,Legs,105.0,10,,,,""
2015-10-28,Standing Calf Raise Machine,Legs,105.0,11,,,,""
2015-10-28,Lying Leg Curl Machine,Legs,20.0,11,,,,""
2015-10-28,Lying Leg Curl Machine,Legs,20.0,12,,,,""
2015-10-29,Cable Face Pull,Shoulders,27.0,14,,,,""
2015-10-29,Lat Pulldown,Back,41.0,8,,,,""
2015-10-29,Hammer Cable Curl,Biceps,27.0,15,,,,""
2015-10-29,Dumbbell Preacher Curl,Biceps,7.5,7,,,,""
2015-10-29,Barbell Row,Back,30.0,8,,,,"Using fixed barbells"
2015-10-29,Cable Face Pull,Shoulders,27.0,15,,,,""
2015-10-29,Cable Face Pull,Shoulders,27.0,16,,,,""
2015-10-29,Lat Pulldown,Back,41.0,8,,,,""
2015-10-29,Lat Pulldown,Back,41.0,8,,,,""
2015-10-29,Seated Cable Row,Back,32.0,10,,,,""
2015-10-29,Seated Cable Row,Back,32.0,12,,,,""
2015-10-29,Seated Cable Row,Back,32.0,12,,,,""
2015-10-29,Barbell Row,Back,30.0,8,,,,""
2015-10-29,Barbell Row,Back,30.0,8,,,,""
2015-10-29,Cable Crunch,Abs,55.0,12,,,,""
2015-10-29,Hammer Cable Curl,Biceps,32.0,12,,,,""
2015-10-29,Cable Crunch,Abs,59.0,8,,,,""
2015-10-29,Hammer Cable Curl,Biceps,32.0,12,,,,""
2015-10-29,Cable Crunch,Abs,59.0,9,,,,""
2015-10-29,Dumbbell Preacher Curl,Biceps,7.5,8,,,,""
2015-10-29,Dumbbell Preacher Curl,Biceps,7.5,12,,,,""
2015-10-30,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-10-30,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-10-30,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-10-30,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-10-30,Overhead Press,Shoulders,22.5,5,,,,""
2015-10-30,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-10-30,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-30,Cable Overhead Triceps Extension,Triceps,36.0,7,,,,""
2015-10-30,V-Bar Push Down,Triceps,36.0,8,,,,""
2015-10-30,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-10-30,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-10-30,Overhead Press,Shoulders,25.0,5,,,,""
2015-10-30,Overhead Press,Shoulders,27.5,4,,,,"Rushed"
2015-10-30,Overhead Press,Shoulders,27.5,4,,,,""
2015-10-30,Incline Dumbbell Bench Press,Chest,12.5,11,,,,""
2015-10-30,Incline Dumbbell Bench Press,Chest,12.5,11,,,,""
2015-10-30,Flat Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-10-30,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-30,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-10-30,V-Bar Push Down,Triceps,36.0,11,,,,""
2015-10-30,V-Bar Push Down,Triceps,36.0,12,,,,""
2015-10-30,V-Bar Push Down,Triceps,36.0,11,,,,""
2015-10-30,Cable Overhead Triceps Extension,Triceps,32.0,8,,,,""
2015-10-30,Cable Overhead Triceps Extension,Triceps,36.0,7,,,,""
2015-10-31,Barbell Squat,Legs,100.0,5,,,,""
2015-10-31,Barbell Squat,Legs,100.0,5,,,,""
2015-10-31,Barbell Squat,Legs,100.0,5,,,,""
2015-10-31,Barbell Squat,Legs,105.0,2,,,,""
2015-10-31,Cable Face Pull,Shoulders,27.0,14,,,,""
2015-10-31,Calf Raise On Leg Press,Legs,105.0,9,,,,""
2015-10-31,Lateral Machine Raise,Shoulders,20.0,13,,,,""
2015-10-31,Dumbell Shrug,Shoulders,20.0,10,,,,""
2015-10-31,Front Plate Raise,Shoulders,10.0,9,,,,""
2015-10-31,Lateral Cable Raise,Shoulders,7.0,5,,,,""
2015-10-31,Cable Face Pull,Shoulders,27.0,15,,,,""
2015-10-31,Cable Face Pull,Shoulders,27.0,15,,,,""
2015-10-31,Lateral Machine Raise,Shoulders,20.0,15,,,,""
2015-10-31,Lateral Machine Raise,Shoulders,23.0,10,,,,""
2015-10-31,Front Plate Raise,Shoulders,10.0,9,,,,""
2015-10-31,Lateral Cable Raise,Shoulders,2.0,8,,,,""
2015-10-31,Lateral Cable Raise,Shoulders,2.0,8,,,,""
2015-10-31,Cable Crunch,Abs,59.0,9,,,,""
2015-10-31,Cable Crunch,Abs,59.0,11,,,,""
2015-10-31,Cable Crunch,Abs,59.0,11,,,,""
2015-10-31,Dumbell Shrug,Shoulders,20.0,10,,,,""
2015-10-31,Dumbell Shrug,Shoulders,17.5,12,,,,""
2015-10-31,Calf Raise On Leg Press,Legs,105.0,9,,,,""
2015-10-31,Calf Raise On Leg Press,Legs,105.0,10,,,,""
2015-10-31,Front Plate Raise,Shoulders,10.0,9,,,,""
2015-11-02,Deadlift,Back,107.5,4,,,,""
2015-11-02,Cable Face Pull,Shoulders,27.0,14,,,,""
2015-11-02,Cable Face Pull,Shoulders,27.0,14,,,,""
2015-11-02,Cable Face Pull,Shoulders,27.0,14,,,,""
2015-11-02,Seated Cable Row,Back,32.0,12,,,,""
2015-11-02,Seated Cable Row,Back,36.0,9,,,,""
2015-11-02,Seated Cable Row,Back,36.0,9,,,,""
2015-11-02,Lat Pulldown,Back,15.0,12,,,,"Hammer strength"
2015-11-02,Dumbbell Preacher Curl,Biceps,7.5,9,,,,""
2015-11-02,Lat Pulldown,Back,15.0,15,,,,""
2015-11-02,Lat Pulldown,Back,15.0,14,,,,""
2015-11-02,Dumbbell Preacher Curl,Biceps,7.5,9,,,,""
2015-11-02,Dumbbell Preacher Curl,Biceps,7.5,9,,,,""
2015-11-03,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-03,Overhead Press,Shoulders,27.5,5,,,,""
2015-11-03,Incline Dumbbell Bench Press,Chest,12.5,11,,,,""
2015-11-03,Lateral Machine Raise,Shoulders,23.0,10,,,,""
2015-11-03,Parallel Bar Triceps Dip,Triceps,23.0,8,,,,""
2015-11-03,Cable Overhead Triceps Extension,Triceps,36.0,5,,,,""
2015-11-03,V-Bar Push Down,Triceps,36.0,12,,,,""
2015-11-03,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-03,Flat Barbell Bench Press,Chest,40.0,3,,,,""
2015-11-03,Flat Barbell Bench Press,Chest,40.0,4,,,,""
2015-11-03,Flat Barbell Bench Press,Chest,40.0,4,,,,""
2015-11-03,Flat Barbell Bench Press,Chest,40.0,4,,,,""
2015-11-03,Flat Barbell Bench Press,Chest,40.0,4,,,,""
2015-11-03,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-03,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-03,Overhead Press,Shoulders,25.0,5,,,,""
2015-11-03,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-03,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-03,Incline Dumbbell Bench Press,Chest,15.0,6,,,,""
2015-11-03,Lateral Machine Raise,Shoulders,23.0,10,,,,""
2015-11-03,Lateral Machine Raise,Shoulders,23.0,10,,,,""
2015-11-03,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-11-03,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-11-03,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-03,V-Bar Push Down,Triceps,41.0,7,,,,""
2015-11-03,V-Bar Push Down,Triceps,41.0,7,,,,""
2015-11-03,Cable Crunch,Abs,59.0,11,,,,""
2015-11-03,Cable Crunch,Abs,59.0,11,,,,""
2015-11-03,Cable Crunch,Abs,59.0,12,,,,""
2015-11-03,Cable Overhead Triceps Extension,Triceps,32.0,8,,,,""
2015-11-03,Cable Overhead Triceps Extension,Triceps,32.0,9,,,,""
2015-11-03,Chest Press,Chest,29.0,8,,,,""
2015-11-03,Chest Press,Chest,29.0,8,,,,""
2015-11-04,Barbell Squat,Legs,102.5,2,,,,""
2015-11-04,Stiff-Legged Deadlift,Legs,55.0,11,,,,"Quick"
2015-11-04,Leg Press,Legs,105.0,10,,,,""
2015-11-04,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-11-04,Barbell Squat,Legs,100.0,3,,,,""
2015-11-04,Stiff-Legged Deadlift,Legs,55.0,10,,,,""
2015-11-04,Stiff-Legged Deadlift,Legs,55.0,12,,,,"Overunder"
2015-11-04,Leg Press,Legs,105.0,10,,,,""
2015-11-04,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-11-04,Leg Press,Legs,105.0,10,,,,""
2015-11-04,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-11-05,Cable Face Pull,Shoulders,32.0,12,,,,""
2015-11-05,Cable Face Pull,Shoulders,32.0,12,,,,""
2015-11-05,Cable Face Pull,Shoulders,32.0,12,,,,""
2015-11-05,Seated Cable Row,Back,36.0,9,,,,""
2015-11-05,Lat Pulldown,Back,41.0,9,,,,""
2015-11-05,Hammer Cable Curl,Biceps,32.0,9,,,,""
2015-11-05,Dumbbell Preacher Curl,Biceps,0.0,0,,,,""
2015-11-05,Barbell Row,Back,0.0,0,,,,""
2015-11-05,Seated Cable Row,Back,36.0,8,,,,""
2015-11-05,Seated Cable Row,Back,36.0,8,,,,""
2015-11-05,Seated Cable Row,Back,36.0,10,,,,""
2015-11-05,Lat Pulldown,Back,41.0,9,,,,""
2015-11-05,Lat Pulldown,Back,41.0,8,,,,""
2015-11-05,Hammer Cable Curl,Biceps,32.0,9,,,,""
2015-11-05,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-11-05,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-11-05,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-11-05,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-11-05,Cable Crunch,Abs,59.0,12,,,,""
2015-11-05,Cable Crunch,Abs,64.0,9,,,,""
2015-11-05,Cable Crunch,Abs,64.0,10,,,,""
2015-11-05,Cable Crunch,Abs,64.0,9,,,,""
2015-11-06,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-11-06,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-11-06,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-11-06,Overhead Press,Shoulders,20.0,8,,,,""
2015-11-06,Overhead Press,Shoulders,20.0,9,,,,""
2015-11-06,Overhead Press,Shoulders,20.0,10,,,,""
2015-11-06,Overhead Press,Shoulders,25.0,6,,,,""
2015-11-06,Overhead Press,Shoulders,25.0,6,,,,""
2015-11-06,Incline Dumbbell Bench Press,Chest,12.5,8,,,,""
2015-11-06,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-11-06,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-11-06,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-06,Parallel Bar Triceps Dip,Triceps,23.0,8,,,,""
2015-11-06,Parallel Bar Triceps Dip,Triceps,23.0,8,,,,""
2015-11-07,Cable Face Pull,Shoulders,32.0,12,,,,""
2015-11-07,Lateral Machine Raise,Shoulders,23.0,12,,,,""
2015-11-07,Lateral Cable Raise,Shoulders,7.0,5,,,,""
2015-11-07,Cable Face Pull,Shoulders,32.0,12,,,,""
2015-11-07,Cable Face Pull,Shoulders,32.0,11,,,,""
2015-11-07,Lateral Machine Raise,Shoulders,23.0,12,,,,""
2015-11-07,Lateral Machine Raise,Shoulders,23.0,11,,,,""
2015-11-07,Front Cable Raise,Shoulders,11.0,9,,,,""
2015-11-07,Lateral Cable Raise,Shoulders,2.0,9,,,,""
2015-11-07,Lateral Cable Raise,Shoulders,2.0,9,,,,""
2015-11-07,Front Cable Raise,Shoulders,11.0,9,,,,""
2015-11-07,Front Cable Raise,Shoulders,11.0,9,,,,""
2015-11-07,Cable Overhead Triceps Extension,Triceps,32.0,12,,,,""
2015-11-07,V-Bar Push Down,Triceps,36.0,12,,,,""
2015-11-07,Cable Crunch,Abs,64.0,10,,,,""
2015-11-07,V-Bar Push Down,Triceps,41.0,10,,,,""
2015-11-07,Cable Crunch,Abs,64.0,10,,,,""
2015-11-07,V-Bar Push Down,Triceps,41.0,10,,,,""
2015-11-07,Cable Crunch,Abs,64.0,11,,,,""
2015-11-07,V-Bar Push Down,Triceps,41.0,9,,,,""
2015-11-07,Cable Overhead Triceps Extension,Triceps,36.0,8,,,,""
2015-11-07,Cable Overhead Triceps Extension,Triceps,36.0,8,,,,""
2015-11-07,Cable Overhead Triceps Extension,Triceps,36.0,8,,,,""
2015-11-09,Deadlift,Back,107.5,4,,,,""
2015-11-09,Deadlift,Back,107.5,3,,,,""
2015-11-09,Cable Face Pull,Shoulders,32.0,13,,,,""
2015-11-09,Cable Face Pull,Shoulders,32.0,13,,,,""
2015-11-09,Cable Face Pull,Shoulders,32.0,13,,,,""
2015-11-09,Lat Pulldown,Back,41.0,8,,,,""
2015-11-09,Lat Pulldown,Back,41.0,9,,,,""
2015-11-09,Lat Pulldown,Back,41.0,7,,,,""
2015-11-09,Lat Pulldown,Back,41.0,5,,,,""
2015-11-09,Seated Cable Row,Back,36.0,9,,,,""
2015-11-09,Hammer Cable Curl,Biceps,32.0,9,,,,""
2015-11-09,Dumbbell Preacher Curl,Biceps,7.5,12,,,,""
2015-11-09,Barbell Row,Back,0.0,0,,,,""
2015-11-09,Hanging Leg Raise,Abs,2.5,8,,,,""
2015-11-09,Seated Cable Row,Back,36.0,9,,,,""
2015-11-09,Seated Cable Row,Back,36.0,9,,,,""
2015-11-09,Hammer Cable Curl,Biceps,32.0,10,,,,""
2015-11-09,Hammer Cable Curl,Biceps,32.0,9,,,,""
2015-11-09,Dumbbell Preacher Curl,Biceps,7.5,10,,,,""
2015-11-09,Dumbbell Preacher Curl,Biceps,7.5,9,,,,""
2015-11-10,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-11-10,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-11-10,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-11-10,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-10,Flat Barbell Bench Press,Chest,40.0,4,,,,""
2015-11-10,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-11-10,Overhead Press,Shoulders,25.0,5,,,,""
2015-11-10,Overhead Press,Shoulders,27.5,5,,,,""
2015-11-10,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-10,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-10,Overhead Press,Shoulders,25.0,5,,,,""
2015-11-10,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-10,Lateral Machine Raise,Shoulders,23.0,11,,,,""
2015-11-10,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-11-10,V-Bar Push Down,Triceps,36.0,12,,,,""
2015-11-10,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-10,Incline Dumbbell Bench Press,Chest,12.5,11,,,,""
2015-11-10,Incline Dumbbell Bench Press,Chest,15.0,6,,,,""
2015-11-10,Lateral Machine Raise,Shoulders,23.0,13,,,,""
2015-11-10,Lateral Machine Raise,Shoulders,23.0,12,,,,""
2015-11-10,Parallel Bar Triceps Dip,Triceps,23.0,10,,,,""
2015-11-10,Parallel Bar Triceps Dip,Triceps,23.0,10,,,,""
2015-11-10,V-Bar Push Down,Triceps,36.0,12,,,,""
2015-11-10,V-Bar Push Down,Triceps,36.0,12,,,,""
2015-11-10,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-10,Cable Overhead Triceps Extension,Triceps,32.0,9,,,,""
2015-11-10,Cable Overhead Triceps Extension,Triceps,36.0,9,,,,""
2015-11-10,Cable Overhead Triceps Extension,Triceps,36.0,12,,,,""
2015-11-10,Cable Crunch,Abs,64.0,9,,,,""
2015-11-10,Cable Crunch,Abs,64.0,10,,,,""
2015-11-10,Cable Crunch,Abs,59.0,12,,,,""
2015-11-11,Barbell Squat,Legs,100.0,5,,,,""
2015-11-11,Barbell Squat,Legs,100.0,4,,,,""
2015-11-11,Barbell Squat,Legs,100.0,5,,,,""
2015-11-11,Leg Press,Legs,105.0,10,,,,""
